scheme_code,scheme_name,net_asset_value,repurchase_price,sale_price,date,scheme_classification,scheme_type,scheme_category,fund_family,fund_id,scheme_short_name,date_new,nav,sale_price_1,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,243.363,240.9294,243.363,19-Nov-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,240.9294,11/19/2013,243.363,243.363,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,240.6,238.194,240.6,20-Nov-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,238.194,11/20/2013,240.6,240.6,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,236.5723,234.2066,236.5723,21-Nov-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,234.2066,11/21/2013,236.5723,236.5723,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,237.0355,234.6651,237.0355,22-Nov-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,234.6651,11/22/2013,237.0355,237.0355,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,240.3052,237.9021,240.3052,25-Nov-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,237.9021,11/25/2013,240.3052,240.3052,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,238.317,235.9338,238.317,26-Nov-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,235.9338,11/26/2013,238.317,238.317,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,238.0345,235.6542,238.0345,27-Nov-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,235.6542,11/27/2013,238.0345,238.0345,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,239.8195,237.4213,239.8195,28-Nov-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,237.4213,11/28/2013,239.8195,239.8195,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,242.3777,239.9539,242.3777,29-Nov-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,239.9539,11/29/2013,242.3777,242.3777,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,243.6755,241.2387,243.6755,2-Dec-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,241.2387,12/2/2013,243.6755,243.6755,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,243.1648,240.7332,243.1648,3-Dec-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,240.7332,12/3/2013,243.1648,243.1648,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,242.3401,239.9167,242.3401,4-Dec-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,239.9167,12/4/2013,242.3401,242.3401,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,245.8481,243.3896,245.8481,5-Dec-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,243.3896,12/5/2013,245.8481,245.8481,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,246.7924,244.3245,246.7924,6-Dec-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,244.3245,12/6/2013,246.7924,246.7924,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,251.126,248.6147,251.126,9-Dec-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,248.6147,12/9/2013,251.126,251.126,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,248.2585,245.7759,248.2585,10-Dec-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,245.7759,12/10/2013,248.2585,248.2585,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,247.2955,244.8225,247.2955,11-Dec-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,244.8225,12/11/2013,247.2955,247.2955,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,244.7911,242.3432,244.7911,12-Dec-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,242.3432,12/12/2013,244.7911,244.7911,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,241.8203,239.4021,241.8203,13-Dec-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,239.4021,12/13/2013,241.8203,241.8203,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,241.049,238.6385,241.049,16-Dec-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,238.6385,12/16/2013,241.049,241.049,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,241.3425,238.9291,241.3425,17-Dec-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,238.9291,12/17/2013,241.3425,241.3425,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,244.3565,241.9129,244.3565,18-Dec-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,241.9129,12/18/2013,244.3565,244.3565,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,242.7028,240.2758,242.7028,19-Dec-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,240.2758,12/19/2013,242.7028,242.7028,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,246.3168,243.8536,246.3168,20-Dec-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,243.8536,12/20/2013,246.3168,246.3168,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,247.6622,245.1856,247.6622,23-Dec-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,245.1856,12/23/2013,247.6622,247.6622,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,247.0679,244.5972,247.0679,24-Dec-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,244.5972,12/24/2013,247.0679,247.0679,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,247.7251,245.2478,247.7251,26-Dec-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,245.2478,12/26/2013,247.7251,247.7251,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,248.4046,245.9206,248.4046,27-Dec-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,245.9206,12/27/2013,248.4046,248.4046,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,247.3029,244.8299,247.3029,30-Dec-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,244.8299,12/30/2013,247.3029,247.3029,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,248.1698,245.6881,248.1698,31-Dec-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,245.6881,12/31/2013,248.1698,248.1698,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,248.6185,246.1323,248.6185,1-Jan-14,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,246.1323,1/1/2014,248.6185,248.6185,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,244.8641,242.4155,244.8641,2-Jan-14,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,242.4155,1/2/2014,244.8641,244.8641,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,244.5417,242.0963,244.5417,3-Jan-14,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,242.0963,1/3/2014,244.5417,244.5417,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,243.8243,241.3861,243.8243,6-Jan-14,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,241.3861,1/6/2014,243.8243,243.8243,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,243.1014,240.6704,243.1014,7-Jan-14,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,240.6704,1/7/2014,243.1014,243.1014,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,243.7625,241.3249,243.7625,8-Jan-14,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,241.3249,1/8/2014,243.7625,243.7625,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,244.1452,241.7037,244.1452,9-Jan-14,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,241.7037,1/9/2014,244.1452,244.1452,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,243.3445,240.9111,243.3445,10-Jan-14,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,240.9111,1/10/2014,243.3445,243.3445,,,,,,,,,,
