scheme_code,scheme_name,net_asset_value,repurchase_price,sale_price,date,scheme_classification,scheme_type,scheme_category,fund_family,fund_id,scheme_short_name,date_new,nav,sale_price_1,Return,Variance,SD,NIFTY 50 Return,Var N50,SD  Nifty
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.3309,11.3309,11.3309,26-Sep-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.3309,9/26/2014,11.3309,11.3309,0.47%,8.24679E-09,9.08118E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.3294,11.3294,11.3294,29-Sep-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.3294,9/29/2014,11.3294,11.3294,-0.01%,6.54644E-12,2.5586E-06,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.3218,11.3218,11.3218,30-Sep-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.3218,9/30/2014,11.3218,11.3218,-0.07%,1.68162E-10,1.29677E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.3113,11.3113,11.3113,1-Oct-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.3113,10/1/2014,11.3113,11.3113,-0.09%,3.21532E-10,1.79313E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.2688,11.2688,11.2688,7-Oct-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.2688,10/7/2014,11.2688,11.2688,-0.38%,5.27948E-09,7.26601E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.2814,11.2814,11.2814,8-Oct-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.2814,10/8/2014,11.2814,11.2814,0.11%,4.67721E-10,2.16269E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.335,11.335,11.335,9-Oct-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.335,10/9/2014,11.335,11.335,0.48%,8.44826E-09,9.19144E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.2865,11.2865,11.2865,10-Oct-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.2865,10/10/2014,11.2865,11.2865,-0.43%,6.85435E-09,8.2791E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.3095,11.3095,11.3095,13-Oct-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.3095,10/13/2014,11.3095,11.3095,0.20%,1.55534E-09,3.94378E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.3064,11.3064,11.3064,14-Oct-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.3064,10/14/2014,11.3064,11.3064,-0.03%,2.81506E-11,5.30572E-06,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.2577,11.2577,11.2577,16-Oct-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.2577,10/16/2014,11.2577,11.2577,-0.43%,6.95382E-09,8.33896E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.2856,11.2856,11.2856,17-Oct-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.2856,10/17/2014,11.2856,11.2856,0.25%,2.30296E-09,4.79891E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.3577,11.3577,11.3577,20-Oct-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.3577,10/20/2014,11.3577,11.3577,0.64%,1.53095E-08,0.000123732,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.3863,11.3863,11.3863,21-Oct-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.3863,10/21/2014,11.3863,11.3863,0.25%,2.37933E-09,4.87783E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.425,11.425,11.425,22-Oct-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.425,10/22/2014,11.425,11.425,0.34%,4.33633E-09,6.58508E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.4466,11.4466,11.4466,27-Oct-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.4466,10/27/2014,11.4466,11.4466,0.19%,1.34222E-09,3.66363E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.4735,11.4735,11.4735,28-Oct-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.4735,10/28/2014,11.4735,11.4735,0.24%,2.07464E-09,4.55483E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.5034,11.5034,11.5034,29-Oct-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.5034,10/29/2014,11.5034,11.5034,0.26%,2.55215E-09,5.05188E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.5388,11.5388,11.5388,30-Oct-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.5388,10/30/2014,11.5388,11.5388,0.31%,3.56018E-09,5.96673E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.6211,11.6211,11.6211,31-Oct-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.6211,10/31/2014,11.6211,11.6211,0.71%,1.9132E-08,0.000138318,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.6323,11.6323,11.6323,3-Nov-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.6323,11/3/2014,11.6323,11.6323,0.10%,3.49451E-10,1.86936E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.649,11.649,11.649,5-Nov-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.649,11/5/2014,11.649,11.649,0.14%,7.75729E-10,2.78519E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.6674,11.6674,11.6674,7-Nov-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.6674,11/7/2014,11.6674,11.6674,0.16%,9.39356E-10,3.06489E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.6741,11.6741,11.6741,10-Nov-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.6741,11/10/2014,11.6741,11.6741,0.06%,1.24204E-10,1.11447E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.6938,11.6938,11.6938,11-Nov-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.6938,11/11/2014,11.6938,11.6938,0.17%,1.07296E-09,3.27561E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.7242,11.7242,11.7242,12-Nov-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.7242,11/12/2014,11.7242,11.7242,0.26%,2.54741E-09,5.04719E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.6989,11.6989,11.6989,13-Nov-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.6989,11/13/2014,11.6989,11.6989,-0.22%,1.75591E-09,4.19035E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.7258,11.7258,11.7258,14-Nov-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.7258,11/14/2014,11.7258,11.7258,0.23%,1.99437E-09,4.46583E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.7568,11.7568,11.7568,17-Nov-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.7568,11/17/2014,11.7568,11.7568,0.26%,2.6375E-09,5.13566E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.7791,11.7791,11.7791,18-Nov-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.7791,11/18/2014,11.7791,11.7791,0.19%,1.35816E-09,3.68532E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.7666,11.7666,11.7666,19-Nov-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.7666,11/19/2014,11.7666,11.7666,-0.11%,4.25283E-10,2.06224E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.7687,11.7687,11.7687,20-Nov-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.7687,11/20/2014,11.7687,11.7687,0.02%,1.20332E-11,3.4689E-06,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.7974,11.7974,11.7974,21-Nov-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.7974,11/21/2014,11.7974,11.7974,0.24%,2.24759E-09,4.74087E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.822,11.822,11.822,24-Nov-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.822,11/24/2014,11.822,11.822,0.21%,1.64389E-09,4.05449E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.7775,11.7775,11.7775,25-Nov-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.7775,11/25/2014,11.7775,11.7775,-0.38%,5.35891E-09,7.32046E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.7841,11.7841,11.7841,26-Nov-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.7841,11/26/2014,11.7841,11.7841,0.06%,1.18819E-10,1.09004E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.7882,11.7882,11.7882,27-Nov-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.7882,11/27/2014,11.7882,11.7882,0.03%,4.58186E-11,6.76895E-06,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.849,11.849,11.849,28-Nov-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.849,11/28/2014,11.849,11.849,0.52%,1.00727E-08,0.000100363,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.8501,11.8501,11.8501,1-Dec-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.8501,12/1/2014,11.8501,11.8501,0.01%,3.26451E-12,1.8068E-06,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.8562,11.8562,11.8562,2-Dec-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.8562,12/2/2014,11.8562,11.8562,0.05%,1.0041E-10,1.00205E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.8905,11.8905,11.8905,3-Dec-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.8905,12/3/2014,11.8905,11.8905,0.29%,3.17265E-09,5.63263E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.9072,11.9072,11.9072,4-Dec-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.9072,12/4/2014,11.9072,11.9072,0.14%,7.48036E-10,2.73502E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.892,11.892,11.892,5-Dec-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.892,12/5/2014,11.892,11.892,-0.13%,6.18191E-10,2.48634E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.8545,11.8545,11.8545,8-Dec-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.8545,12/8/2014,11.8545,11.8545,-0.32%,3.77374E-09,6.14308E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.8128,11.8128,11.8128,9-Dec-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.8128,12/9/2014,11.8128,11.8128,-0.35%,4.69775E-09,6.85401E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.8331,11.8331,11.8331,10-Dec-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.8331,12/10/2014,11.8331,11.8331,0.17%,1.12159E-09,3.34902E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.8171,11.8171,11.8171,11-Dec-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.8171,12/11/2014,11.8171,11.8171,-0.14%,6.94636E-10,2.63559E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.7998,11.7998,11.7998,12-Dec-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.7998,12/12/2014,11.7998,11.7998,-0.15%,8.1461E-10,2.85414E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.7974,11.7974,11.7974,15-Dec-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.7974,12/15/2014,11.7974,11.7974,-0.02%,1.57296E-11,3.96605E-06,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.6971,11.6971,11.6971,16-Dec-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.6971,12/16/2014,11.6971,11.6971,-0.85%,2.7494E-08,0.000165813,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.6856,11.6856,11.6856,17-Dec-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.6856,12/17/2014,11.6856,11.6856,-0.10%,3.67802E-10,1.91782E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.7714,11.7714,11.7714,18-Dec-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.7714,12/18/2014,11.7714,11.7714,0.73%,2.05217E-08,0.000143254,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.7854,11.7854,11.7854,19-Dec-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.7854,12/19/2014,11.7854,11.7854,0.12%,5.38648E-10,2.32088E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.817,11.817,11.817,22-Dec-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.817,12/22/2014,11.817,11.817,0.27%,2.73877E-09,5.23333E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.8017,11.8017,11.8017,23-Dec-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.8017,12/23/2014,11.8017,11.8017,-0.13%,6.38858E-10,2.52756E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.7674,11.7674,11.7674,24-Dec-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.7674,12/24/2014,11.7674,11.7674,-0.29%,3.22033E-09,5.6748E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.7818,11.7818,11.7818,26-Dec-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.7818,12/26/2014,11.7818,11.7818,0.12%,5.71125E-10,2.38982E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.8269,11.8269,11.8269,29-Dec-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.8269,12/29/2014,11.8269,11.8269,0.38%,5.59066E-09,7.47707E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.8575,11.8575,11.8575,30-Dec-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.8575,12/30/2014,11.8575,11.8575,0.26%,2.55505E-09,5.05475E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.8798,11.8798,11.8798,31-Dec-14,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.8798,12/31/2014,11.8798,11.8798,0.19%,1.35048E-09,3.67489E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.8895,11.8895,11.8895,1-Jan-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.8895,1/1/2015,11.8895,11.8895,0.08%,2.54657E-10,1.5958E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.9338,11.9338,11.9338,2-Jan-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.9338,1/2/2015,11.9338,11.9338,0.37%,5.30489E-09,7.28347E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.9338,11.9338,11.9338,5-Jan-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.9338,1/5/2015,11.9338,11.9338,0.00%,0,0,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.813,11.813,11.813,6-Jan-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.813,1/6/2015,11.813,11.813,-1.01%,3.91836E-08,0.000197949,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.8071,11.8071,11.8071,7-Jan-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.8071,1/7/2015,11.8071,11.8071,-0.05%,9.54285E-11,9.76875E-06,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.8601,11.8601,11.8601,8-Jan-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.8601,1/8/2015,11.8601,11.8601,0.45%,7.71127E-09,8.78138E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.8759,11.8759,11.8759,9-Jan-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.8759,1/9/2015,11.8759,11.8759,0.13%,6.79461E-10,2.60665E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.9095,11.9095,11.9095,12-Jan-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.9095,1/12/2015,11.9095,11.9095,0.28%,3.06576E-09,5.53693E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.9184,11.9184,11.9184,13-Jan-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.9184,1/13/2015,11.9184,11.9184,0.07%,2.1397E-10,1.46277E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,11.9119,11.9119,11.9119,14-Jan-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,11.9119,1/14/2015,11.9119,11.9119,-0.05%,1.14003E-10,1.06772E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,12.0304,12.0304,12.0304,15-Jan-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,12.0304,1/15/2015,12.0304,12.0304,0.99%,3.79461E-08,0.000194798,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,12.0503,12.0503,12.0503,16-Jan-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,12.0503,1/16/2015,12.0503,12.0503,0.17%,1.04955E-09,3.23968E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,12.0851,12.0851,12.0851,19-Jan-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,12.0851,1/19/2015,12.0851,12.0851,0.29%,3.20028E-09,5.6571E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,12.1356,12.1356,12.1356,20-Jan-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,12.1356,1/20/2015,12.1356,12.1356,0.42%,6.70308E-09,8.18724E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,12.1631,12.1631,12.1631,21-Jan-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,12.1631,1/21/2015,12.1631,12.1631,0.23%,1.97198E-09,4.4407E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,12.1891,12.1891,12.1891,22-Jan-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,12.1891,1/22/2015,12.1891,12.1891,0.21%,1.75543E-09,4.18979E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,12.2194,12.2194,12.2194,23-Jan-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,12.2194,1/23/2015,12.2194,12.2194,0.25%,2.37484E-09,4.87323E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,12.2699,12.2699,12.2699,27-Jan-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,12.2699,1/27/2015,12.2699,12.2699,0.41%,6.56663E-09,8.10348E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,12.2837,12.2837,12.2837,28-Jan-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,12.2837,1/28/2015,12.2837,12.2837,0.11%,4.86522E-10,2.20573E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,12.2827,12.2827,12.2827,29-Jan-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,12.2827,1/29/2015,12.2827,12.2827,-0.01%,2.54997E-12,1.59686E-06,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,12.2333,12.2333,12.2333,30-Jan-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,12.2333,1/30/2015,12.2333,12.2333,-0.40%,6.22626E-09,7.89066E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,12.2505,12.2505,12.2505,2-Feb-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,12.2505,2/2/2015,12.2505,12.2505,0.14%,7.61198E-10,2.75898E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,12.2121,12.2121,12.2121,3-Feb-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,12.2121,2/3/2015,12.2121,12.2121,-0.31%,3.78486E-09,6.15212E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,12.1836,12.1836,12.1836,4-Feb-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,12.1836,2/4/2015,12.1836,12.1836,-0.23%,2.0988E-09,4.58127E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,12.1784,12.1784,12.1784,5-Feb-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,12.1784,2/5/2015,12.1784,12.1784,-0.04%,7.0224E-11,8.37998E-06,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,12.1419,12.1419,12.1419,6-Feb-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,12.1419,2/6/2015,12.1419,12.1419,-0.30%,3.4642E-09,5.88574E-05,,,
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN GROWTH,12.0908,12.0908,12.0908,9-Feb-15,Open Ended Schemes ( Balanced ),Open Ended Schemes , Balanced ,BOI AXA Mutual Fund,46,12.0908,2/9/2015,12.0908,12.0908,-0.42%,6.83335E-09,8.26641E-05,,,
